#
# LEM -- seance 600D au foyer 150 mm f/5 (forme C). Usage personnel.
# Tournefeuille 28 aout 2026. Copier vers
# ~/Documents/Scripts Lunar Eclipse Maestro/ puis Fichier -> Charger script...
#
# Nom APN Configuration materielle : 600D-T150 (casse exacte)
# Carte 32 Go, RAW, mode M, MAP manuelle, AEB off, EOS Utility ferme.
#
# Optique : telescope 150 mm f/5 (750 mm), T-ring muet (KI-019).
# Colonne Av = 5.6 = ce que LEM envoie en USB (meme valeur que le bench
# 15-85). Le tube n'a pas de diaphragme : le faisceau reste f/5.
# Grille Tv/ISO calculee pour f/5 (formes para. 11). f/5 est ~0.3 EV plus
# ouvert que la colonne Jubier f/5.6 ; on garde 1/1000 (legerement riche
# vs 1/1250 equivalent), pas un recadrage d'expo.
#
# Ancrage : toutes les 2 min sur MAX (06:12:55 CEST).
#   Premiere rampe MAX-01:52:00 = 04:20:55
#   Derniere rampe MAX+01:06:00 = 07:18:55 (moonset 07:20:26)
# Penombre 5 vues (1-5). Courante 7. Etendue 9 aux stacks nommes.
# Etendue 06:30 = MAX+00:18:00 (06:30:55) : 4e HDR umbra, PAS le bloc MAX.
# Bloc MAX (DEC-015) : etendue 9 + Iso 100 (-> 4 s) + Iso 1600 (1/4000 -> 1 s).
# Saut MAX+00:02:00 (la courante de 06:14:55). Trou accu 05:40-05:55.
# Reprise 05:56:55 Incremental N. Aube 5 vues des 06:44, 3 vues des 07:00.
# Incremental N en tete de CHAQUE rampe, Y ensuite (DEC-016).
# Ecarts >= 3 s ; +4 s apres une pose >= 1 s. Tampon 5 -> 10 s entre blocs MAX.
# COMMAND ;say courts, ASCII, ~1 s (KI-021). Taux Lune, pas sideral (KI-008).
# Ne pas charger basic.txt / deluxe.txt (totalite, KI-018).
#
# ~519 TAKEPIC. Regenerer : .venv/bin/python scripts/generate_lem_seance.py
#

#Action,Date/Ref,Offset sign,Time (offset),Camera,Exposure,Aperture,ISO,MLU,Quality,Size,Incremental,Comment
TAKEPIC,MAX,+,00:12:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:12:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:12:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:12:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:12:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:12:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:12:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:14:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:14:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:14:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:14:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:14:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:14:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:14:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:16:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:16:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:16:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:16:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:16:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:16:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:16:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,+,00:17:30.0, , , , , , , , ,Rampe etendue ;say "Rampe etendue"

# --- Etendue 06:30:55 ---
TAKEPIC,MAX,+,00:18:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Etendue 1/1000 ISO100
TAKEPIC,MAX,+,00:18:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Etendue 1/250 ISO100
TAKEPIC,MAX,+,00:18:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Etendue 1/125 ISO200
TAKEPIC,MAX,+,00:18:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Etendue 1/30 ISO200
TAKEPIC,MAX,+,00:18:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Etendue 1/8 ISO200
TAKEPIC,MAX,+,00:18:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Etendue 1/8 ISO800
TAKEPIC,MAX,+,00:18:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Etendue 1/2 ISO800
TAKEPIC,MAX,+,00:18:21.0,600D-T150,1,5.6,800,0.0,RAW,None,Y,Etendue 1 ISO800
TAKEPIC,MAX,+,00:18:25.0,600D-T150,2,5.6,800,0.0,RAW,None,Y,Etendue 2 ISO800

# --- Courante 06:32:55 ---
TAKEPIC,MAX,+,00:20:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:20:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:20:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:20:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:20:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:20:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:20:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:22:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:22:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:22:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:22:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:22:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:22:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:22:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:24:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:24:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:24:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:24:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:24:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:24:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:24:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:26:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:26:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:26:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:26:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:26:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:26:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:26:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:28:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:28:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:28:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:28:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:28:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:28:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:28:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,+,00:30:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,+,00:30:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,+,00:30:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,+,00:30:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,+,00:30:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,+,00:30:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,+,00:30:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,+,00:31:05.0, , , , , , , , ,Aube 5 vues ;say "Aube 5 vues"

# --- Aube5 06:44:55 ---
TAKEPIC,MAX,+,00:32:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:32:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:32:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:32:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:32:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:34:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:34:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:34:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:34:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:34:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:36:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:36:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:36:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:36:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:36:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:38:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:38:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:38:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:38:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:38:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:40:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:40:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:40:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:40:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:40:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:42:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:42:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:42:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:42:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:42:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:44:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:44:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:44:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:44:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:44:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
TAKEPIC,MAX,+,00:46:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube5 1/1000 ISO100
TAKEPIC,MAX,+,00:46:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube5 1/250 ISO100
TAKEPIC,MAX,+,00:46:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube5 1/125 ISO200
TAKEPIC,MAX,+,00:46:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Aube5 1/30 ISO200
TAKEPIC,MAX,+,00:46:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Aube5 1/8 ISO200
COMMAND,MAX,+,00:47:05.0, , , , , , , , ,Aube 3 vues ;say "Aube 3 vues"

# --- Aube3 07:00:55 ---
TAKEPIC,MAX,+,00:48:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,00:48:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,00:48:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,00:50:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,00:50:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,00:50:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,00:52:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,00:52:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,00:52:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,00:54:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,00:54:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,00:54:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,00:56:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,00:56:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,00:56:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,00:58:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,00:58:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,00:58:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,01:00:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,01:00:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,01:00:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,01:02:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,01:02:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,01:02:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,01:04:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,01:04:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,01:04:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
TAKEPIC,MAX,+,01:06:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Aube3 1/1000 ISO100
TAKEPIC,MAX,+,01:06:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Aube3 1/250 ISO100
TAKEPIC,MAX,+,01:06:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Aube3 1/125 ISO200
